,University,Program,Criminal Record,Scholarship,Income
47424,5,1,0,3,mid
47425,5,3,1,3,mid
47426,3,3,1,3,mid
47427,5,2,0,2,mid
47428,3,4,0,1,mid
47429,2,3,0,2,mid
47430,4,1,1,1,mid
47431,1,2,0,2,mid
47432,3,4,1,3,mid
47433,1,4,1,0,mid
47434,2,1,1,1,mid
47435,0,3,1,3,mid
47436,2,3,0,2,mid
47437,4,0,1,3,high
47438,0,2,0,2,mid
47439,1,3,0,1,mid
47440,4,3,0,0,mid
47441,4,2,1,3,mid
47442,1,0,0,3,high
47443,1,4,1,0,mid
47444,2,2,0,0,mid
47445,3,4,0,0,mid
47446,3,4,0,0,mid
47447,4,2,1,1,mid
47448,3,2,1,2,mid
47449,2,0,1,3,high
47450,3,4,0,2,mid
47451,5,0,0,1,high
47452,0,4,1,0,mid
47453,4,4,0,1,mid
47454,0,2,1,0,mid
47455,1,1,0,1,low
47456,5,0,1,3,high
47457,4,2,0,3,mid
47458,3,4,1,1,mid
47459,1,0,0,2,high
47460,0,1,0,1,low
47461,3,3,0,2,mid
47462,3,4,1,2,mid
47463,3,1,1,2,mid
47464,4,4,1,1,mid
47465,3,2,0,3,mid
47466,1,1,0,0,mid
47467,2,4,0,1,mid
47468,3,1,1,0,low
47469,3,4,0,3,mid
47470,5,4,1,0,mid
47471,3,0,1,1,high
47472,2,1,0,0,low
47473,3,0,0,2,high
47474,5,1,0,1,low
47475,2,0,0,2,high
47476,2,4,1,1,mid
47477,2,1,0,0,low
47478,3,3,1,1,mid
47479,0,3,0,3,mid
47480,2,3,1,3,mid
47481,4,1,1,1,mid
47482,4,4,0,1,mid
47483,1,3,0,2,mid
47484,1,0,1,3,high
47485,2,0,1,1,high
47486,4,2,1,1,mid
47487,3,3,0,1,mid
47488,0,3,0,2,mid
47489,2,3,1,2,mid
47490,1,0,0,0,high
47491,1,2,1,0,mid
47492,4,4,0,0,mid
47493,0,4,1,2,mid
47494,5,0,0,3,high
47495,1,2,1,1,mid
47496,2,0,0,3,high
47497,1,0,0,3,high
47498,4,2,0,1,mid
47499,5,4,0,1,mid
47500,1,0,1,2,high
47501,5,2,0,0,mid
47502,2,4,1,3,low
47503,4,4,1,0,mid
47504,2,2,0,3,mid
47505,1,4,0,2,mid
47506,5,0,1,3,high
47507,2,2,1,0,mid
47508,3,4,1,0,mid
47509,2,4,1,0,mid
47510,3,0,1,2,high
47511,5,1,1,1,low
47512,2,1,0,3,mid
47513,3,0,0,1,high
47514,0,1,1,1,low
47515,0,3,1,1,mid
47516,2,2,0,2,mid
47517,0,2,1,2,mid
47518,0,1,0,2,low
47519,1,0,0,2,high
47520,3,3,0,1,mid
47521,0,1,1,1,low
47522,3,1,0,2,low
47523,1,4,0,0,mid
47524,1,2,0,2,mid
47525,2,2,0,3,mid
47526,4,4,1,0,mid
47527,3,0,0,1,high
47528,2,2,0,3,mid
47529,3,1,1,1,mid
47530,3,2,0,0,mid
47531,4,4,1,3,mid
47532,0,2,1,1,mid
47533,4,3,1,1,mid
47534,2,1,1,0,low
47535,5,2,1,3,mid
47536,0,3,0,1,mid
47537,4,3,1,1,mid
47538,4,4,1,2,mid
47539,1,2,0,2,mid
47540,2,4,0,0,mid
47541,3,3,1,0,mid
47542,5,4,0,0,mid
47543,0,2,0,0,mid
47544,5,4,1,0,mid
47545,3,0,1,1,high
47546,5,2,1,1,mid
47547,4,4,1,0,mid
47548,5,2,0,1,mid
47549,2,3,1,0,mid
47550,5,2,1,1,mid
47551,0,3,0,2,mid
47552,3,0,1,2,high
47553,1,2,0,0,mid
47554,1,2,1,3,mid
47555,3,2,0,1,mid
47556,5,1,0,3,mid
47557,4,1,0,1,low
47558,0,4,1,0,mid
47559,0,2,1,0,mid
47560,1,2,0,3,mid
47561,0,2,1,0,mid
47562,3,0,0,3,high
47563,2,1,0,0,low
47564,1,1,0,1,mid
47565,2,4,1,0,mid
47566,3,3,1,1,mid
47567,3,2,1,3,mid
47568,3,2,1,1,mid
47569,3,2,1,2,mid
47570,2,4,1,3,mid
47571,2,0,1,1,high
47572,3,3,0,3,mid
47573,2,3,1,1,mid
47574,3,0,1,3,high
47575,2,2,0,0,mid
47576,1,1,0,0,mid
47577,2,4,1,1,mid
47578,2,0,1,2,high
47579,3,3,0,1,mid
47580,0,0,0,0,high
47581,5,4,1,2,mid
47582,1,0,1,0,high
47583,3,2,1,2,mid
47584,3,3,0,1,mid
47585,4,2,1,3,mid
47586,4,1,0,1,mid
47587,5,1,0,0,mid
47588,1,3,0,3,mid
47589,3,0,1,1,high
47590,4,3,1,0,mid
47591,2,3,1,0,mid
47592,4,1,0,0,low
47593,1,1,1,0,mid
47594,5,3,1,0,mid
47595,2,4,1,2,mid
47596,0,0,0,2,high
47597,2,0,1,1,high
47598,0,0,1,2,high
47599,5,2,0,1,mid
47600,0,2,0,2,mid
47601,1,2,0,2,mid
47602,2,4,0,2,mid
47603,3,4,1,2,mid
47604,4,1,1,1,low
47605,1,4,1,3,mid
47606,3,2,0,0,mid
47607,0,0,0,2,high
47608,4,1,1,0,mid
47609,5,0,1,1,high
47610,3,0,0,1,high
47611,1,0,1,1,high
47612,0,2,0,2,mid
47613,1,2,0,3,mid
47614,1,4,0,0,mid
47615,0,4,1,0,mid
47616,4,3,1,1,mid
47617,5,3,0,2,mid
47618,2,2,1,3,mid
47619,1,2,1,1,mid
47620,3,2,1,3,mid
47621,3,1,1,0,low
47622,4,1,1,2,mid
47623,5,2,0,3,mid
47624,0,3,1,2,mid
47625,3,1,1,0,low
47626,4,2,0,1,mid
47627,3,1,1,2,low
47628,4,0,1,0,high
47629,1,3,1,0,mid
47630,4,2,1,3,mid
47631,5,0,0,0,high
47632,2,3,0,0,mid
47633,1,2,1,2,mid
47634,3,4,0,0,mid
47635,3,3,1,0,mid
47636,5,1,0,3,mid
47637,5,2,1,3,mid
47638,2,3,0,1,mid
47639,0,3,0,0,mid
47640,4,0,1,3,high
47641,5,2,0,3,mid
47642,5,0,1,3,high
47643,4,3,0,1,mid
47644,4,2,0,1,mid
47645,5,2,1,1,mid
47646,1,0,0,3,high
47647,1,2,1,2,mid
47648,5,3,1,1,mid
47649,3,4,0,1,mid
47650,5,4,0,0,mid
47651,0,4,0,3,mid
47652,2,3,1,2,mid
47653,5,3,1,1,mid
47654,1,3,1,0,mid
47655,4,3,0,0,mid
47656,2,3,1,0,mid
47657,1,0,0,0,high
47658,5,4,0,2,mid
47659,0,3,1,3,mid
47660,4,3,0,3,mid
47661,3,4,1,2,mid
47662,0,3,0,2,mid
47663,5,3,1,3,mid
47664,0,0,0,2,high
47665,3,1,0,2,mid
47666,2,1,0,0,mid
47667,4,0,1,3,high
47668,3,3,0,1,mid
47669,4,4,0,2,mid
47670,1,1,1,0,low
47671,2,0,1,0,high
47672,2,3,0,3,mid
47673,1,2,1,1,mid
47674,3,0,0,0,high
47675,5,3,1,0,mid
47676,1,3,0,3,mid
47677,0,2,0,2,mid
47678,4,1,1,1,low
47679,1,0,0,2,high
47680,1,2,0,0,mid
47681,0,4,1,0,mid
47682,4,4,0,1,mid
47683,5,3,0,1,mid
47684,4,3,0,0,mid
47685,2,2,1,0,mid
47686,3,0,0,1,high
47687,1,4,1,3,mid
47688,5,4,0,1,mid
47689,5,1,1,3,mid
47690,4,4,1,0,mid
47691,0,2,1,1,mid
47692,5,3,0,1,mid
47693,2,1,1,0,low
47694,5,1,0,1,mid
47695,4,3,1,2,mid
47696,2,1,1,1,mid
47697,5,3,1,0,mid
47698,2,3,1,3,mid
47699,3,1,1,0,low
47700,1,4,0,0,mid
47701,1,2,1,1,mid
47702,3,2,1,3,mid
47703,3,2,0,2,mid
47704,2,4,1,1,mid
47705,1,3,1,1,mid
47706,5,3,0,3,mid
47707,1,1,0,0,low
47708,3,3,0,1,mid
47709,2,2,0,0,mid
47710,2,3,0,2,mid
47711,4,3,1,2,mid
47712,0,4,0,3,mid
47713,1,2,1,0,mid
47714,0,2,0,0,mid
47715,2,4,0,1,mid
47716,4,4,1,3,mid
47717,2,0,0,2,high
47718,5,4,1,0,mid
47719,5,3,1,2,mid
47720,5,4,0,0,mid
47721,2,2,1,1,mid
47722,2,4,0,1,mid
47723,5,3,1,1,mid
47724,5,3,0,0,mid
47725,3,2,0,0,mid
47726,4,2,1,0,mid
47727,5,1,1,2,mid
47728,5,4,0,2,mid
47729,3,1,1,1,low
47730,4,1,1,2,mid
47731,2,0,0,1,high
47732,4,0,1,2,high
47733,1,4,0,2,mid
47734,0,4,0,0,mid
47735,1,1,0,2,mid
47736,0,3,0,2,mid
47737,5,0,1,3,high
47738,0,0,0,3,high
47739,4,3,0,1,mid
47740,0,3,0,0,mid
47741,3,1,0,2,mid
47742,4,4,0,2,mid
47743,3,1,1,0,low
47744,4,4,1,1,mid
47745,4,1,1,3,mid
47746,2,4,1,1,mid
47747,5,4,0,0,mid
47748,5,4,1,2,mid
47749,5,3,1,2,mid
47750,0,3,0,3,mid
47751,4,2,0,1,mid
47752,3,0,1,0,high
47753,5,3,0,1,mid
47754,1,1,0,3,low
47755,1,0,0,0,high
47756,2,4,1,2,mid
47757,2,1,0,3,low
47758,4,1,1,3,mid
47759,5,0,0,1,high
47760,1,4,1,3,mid
47761,2,1,0,1,low
47762,4,3,0,1,mid
47763,3,1,1,1,mid
47764,3,3,0,1,mid
47765,4,1,1,1,low
47766,5,1,1,2,low
47767,3,4,1,2,mid
47768,2,4,0,1,mid
47769,2,3,1,3,mid
47770,0,2,1,2,mid
47771,3,0,1,1,high
47772,5,4,0,3,mid
47773,0,0,1,3,high
47774,4,3,1,3,mid
47775,5,2,1,1,mid
47776,5,1,1,2,low
47777,5,0,1,0,high
47778,2,4,0,2,mid
47779,5,0,0,3,high
47780,0,1,0,3,mid
47781,3,4,1,1,mid
47782,3,0,1,3,high
47783,2,0,0,3,high
47784,1,2,1,0,mid
47785,1,2,1,2,mid
47786,0,3,1,2,mid
47787,0,3,0,3,mid
47788,4,3,0,3,mid
47789,0,0,1,3,high
47790,2,0,1,0,high
47791,0,0,0,2,high
47792,2,3,0,1,mid
47793,4,1,1,2,low
47794,4,2,0,3,mid
47795,1,2,0,2,mid
47796,2,2,0,2,mid
47797,1,0,1,0,high
47798,2,2,0,0,mid
47799,0,0,1,3,high
47800,1,2,1,3,mid
47801,4,1,1,2,low
47802,3,3,0,2,mid
47803,2,3,0,1,mid
47804,5,4,0,0,mid
47805,4,2,1,0,mid
47806,4,1,1,0,mid
47807,4,3,0,0,mid
47808,2,0,0,3,high
47809,3,4,0,0,mid
47810,4,2,0,1,mid
47811,1,1,0,2,low
47812,2,2,1,3,mid
47813,2,1,1,1,low
47814,3,4,0,1,mid
47815,4,3,0,1,mid
47816,4,0,0,3,high
47817,2,0,0,3,high
47818,3,4,0,1,mid
47819,4,4,1,0,mid
47820,5,0,1,3,high
47821,1,0,0,2,high
47822,4,2,0,2,mid
47823,5,3,1,2,mid
47824,0,2,1,2,mid
47825,5,3,1,0,mid
47826,1,3,0,1,mid
47827,3,0,1,3,high
47828,1,0,0,0,high
47829,1,3,1,3,mid
47830,2,2,1,0,mid
47831,4,4,0,0,mid
47832,5,0,0,1,high
47833,5,0,0,0,high
47834,0,3,0,0,mid
47835,4,4,1,0,mid
47836,2,3,0,3,mid
47837,5,0,0,0,high
47838,2,4,1,0,mid
47839,0,0,0,1,high
47840,5,1,0,3,mid
47841,5,0,0,3,high
47842,2,3,1,1,mid
47843,0,3,0,2,mid
47844,4,4,0,0,mid
47845,4,2,0,1,mid
47846,2,3,0,1,mid
47847,2,2,0,3,mid
47848,0,1,0,2,mid
47849,1,1,0,3,mid
47850,1,1,1,1,mid
47851,4,4,1,1,mid
47852,3,2,0,0,mid
47853,2,2,0,2,mid
47854,1,0,1,3,high
47855,2,3,0,3,mid
47856,2,0,1,1,high
47857,4,2,1,2,mid
47858,0,2,1,1,mid
47859,4,1,0,1,mid
47860,5,2,0,1,mid
47861,3,1,1,2,mid
47862,2,1,0,3,low
47863,3,1,0,2,low
47864,3,0,1,2,high
47865,0,3,1,2,mid
47866,3,1,1,1,mid
47867,5,0,0,1,high
47868,2,3,1,1,mid
47869,3,2,1,0,mid
47870,0,1,1,3,mid
47871,3,1,1,2,low
47872,3,2,0,2,mid
47873,5,3,0,0,mid
47874,3,2,1,1,mid
47875,5,2,1,2,mid
47876,5,4,1,3,mid
47877,1,4,1,3,mid
47878,2,2,0,1,mid
47879,3,0,1,3,high
47880,1,4,0,3,mid
47881,4,0,0,2,high
47882,4,0,1,3,high
47883,1,0,0,2,high
47884,0,4,0,0,mid
47885,0,1,0,0,mid
47886,1,0,1,0,high
47887,5,3,1,0,mid
47888,2,0,0,0,high
47889,5,3,1,2,mid
47890,2,2,0,1,mid
47891,2,0,0,2,high
47892,5,4,1,1,mid
47893,1,0,0,2,high
47894,3,1,0,1,low
47895,4,0,0,0,high
47896,3,3,1,3,mid
47897,4,2,1,1,mid
47898,1,1,0,3,low
47899,5,0,0,1,high
47900,3,1,0,1,low
47901,2,1,1,2,mid
47902,4,4,1,1,mid
47903,5,4,1,1,mid
47904,5,0,1,0,high
47905,5,1,1,0,low
47906,3,3,0,3,mid
47907,5,3,0,2,mid
47908,0,3,1,2,mid
47909,2,2,0,2,mid
47910,2,2,1,0,mid
47911,5,0,1,2,high
47912,2,4,1,1,mid
47913,4,4,1,3,mid
47914,4,1,0,0,low
47915,3,4,1,0,mid
47916,4,4,0,1,mid
47917,1,2,0,1,mid
47918,1,4,1,2,mid
47919,3,4,1,2,mid
47920,5,3,1,2,mid
47921,3,0,0,3,high
47922,4,4,0,0,mid
47923,1,3,0,1,mid
47924,2,0,0,0,high
47925,3,3,0,0,mid
47926,0,3,0,0,mid
47927,1,0,1,3,high
47928,3,4,1,0,mid
47929,0,1,0,0,low
47930,5,0,0,3,high
47931,5,0,1,0,high
47932,0,4,0,2,mid
47933,3,0,0,1,high
47934,4,2,1,2,mid
47935,1,4,0,2,mid
47936,5,3,1,0,mid
47937,0,2,0,0,mid
47938,4,3,0,0,mid
47939,2,1,0,2,low
47940,4,0,1,0,high
47941,4,0,1,2,high
47942,3,2,1,0,mid
47943,1,0,1,2,high
47944,3,4,0,0,mid
47945,0,0,0,0,high
47946,1,2,1,3,mid
47947,1,3,1,0,mid
47948,3,0,0,2,high
47949,3,1,0,2,low
47950,2,3,1,1,mid
47951,2,3,1,3,mid
47952,0,2,0,1,mid
47953,2,4,0,1,mid
47954,4,3,0,1,mid
47955,4,0,0,2,high
47956,5,0,1,1,high
47957,1,4,0,2,mid
47958,5,3,0,1,mid
47959,4,3,1,3,mid
47960,5,1,0,1,low
47961,1,0,1,0,high
47962,0,2,0,0,mid
47963,2,4,1,2,mid
47964,1,3,0,1,mid
47965,0,4,0,3,mid
47966,4,3,0,3,mid
47967,2,3,1,1,mid
47968,5,2,1,0,mid
47969,5,3,0,0,mid
47970,2,2,1,1,mid
47971,4,4,0,2,mid
47972,4,3,0,2,mid
47973,5,2,0,3,high
47974,3,2,0,1,mid
47975,3,0,0,2,high
47976,1,4,0,0,mid
47977,1,4,0,0,mid
47978,1,3,0,1,mid
47979,5,2,1,3,mid
47980,4,3,0,3,mid
47981,0,0,1,2,high
47982,4,2,0,1,mid
47983,1,3,0,2,mid
47984,0,2,0,1,mid
47985,2,0,0,0,high
47986,3,3,0,1,mid
47987,0,0,1,2,high
47988,5,0,1,0,high
47989,1,0,1,1,high
47990,2,0,1,1,high
47991,1,1,1,0,mid
47992,0,4,1,2,mid
47993,1,4,0,2,mid
47994,3,2,0,1,mid
47995,1,0,0,3,high
47996,2,2,0,0,mid
47997,4,0,0,1,high
47998,5,3,1,3,mid
47999,1,3,1,3,mid
48000,4,0,0,2,high
48001,1,3,1,0,mid
48002,4,1,0,1,mid
48003,2,4,1,0,mid
48004,3,0,1,2,high
48005,1,1,1,3,low
48006,4,3,1,3,mid
48007,3,3,1,2,mid
48008,3,1,1,0,low
48009,2,0,1,0,high
48010,2,2,0,0,mid
48011,1,0,1,0,high
48012,0,3,1,2,mid
48013,0,3,1,0,mid
48014,2,1,1,0,mid
48015,0,0,1,0,high
48016,1,4,0,0,mid
48017,3,0,1,3,high
48018,5,1,0,2,mid
48019,3,2,1,2,mid
48020,1,1,1,3,mid
48021,1,3,0,0,mid
48022,2,4,0,2,mid
48023,3,3,0,2,mid
48024,5,2,1,2,mid
48025,5,3,1,1,mid
48026,1,0,0,0,high
48027,3,3,1,0,mid
48028,0,2,1,1,mid
48029,4,1,0,1,low
48030,1,0,1,3,high
48031,5,4,1,0,mid
48032,3,0,1,2,high
48033,5,1,0,2,low
48034,5,2,1,3,mid
48035,2,4,0,3,mid
48036,1,0,1,2,high
48037,4,4,0,3,mid
48038,3,2,1,0,mid
48039,2,0,1,3,high
48040,1,1,0,3,mid
48041,5,2,1,2,mid
48042,3,3,0,2,mid
48043,5,1,1,1,low
48044,1,4,0,0,mid
48045,3,1,0,3,low
48046,4,3,0,2,mid
48047,0,3,1,0,mid
48048,5,0,1,2,high
48049,4,1,0,1,low
48050,5,4,0,2,mid
48051,4,1,1,1,mid
48052,0,2,1,2,mid
48053,3,1,1,3,mid
48054,0,1,0,3,low
48055,3,4,1,3,mid
48056,0,0,1,0,high
48057,0,0,0,0,high
48058,4,3,1,0,mid
48059,1,2,0,0,mid
48060,2,4,1,0,mid
48061,4,2,1,3,mid
48062,2,2,1,0,mid
48063,4,1,1,0,low
48064,3,4,1,1,mid
48065,4,4,1,3,mid
48066,5,4,1,2,low
48067,5,4,0,3,mid
48068,1,2,1,2,mid
48069,1,0,1,1,high
48070,5,1,0,1,mid
48071,5,4,0,0,mid
48072,5,4,0,1,mid
48073,3,4,0,3,mid
48074,4,2,0,0,mid
48075,1,3,0,2,mid
48076,4,1,0,2,mid
48077,0,2,1,1,mid
48078,4,1,1,3,low
48079,2,2,0,3,mid
48080,2,2,0,0,mid
48081,2,3,1,3,mid
48082,2,2,1,1,mid
48083,2,4,1,2,mid
48084,1,0,1,1,high
48085,0,4,1,3,mid
48086,0,1,1,2,mid
48087,3,2,0,2,mid
48088,5,3,1,2,mid
48089,5,1,0,2,low
48090,3,1,0,0,low
48091,4,1,0,0,low
48092,4,4,1,2,mid
48093,5,1,0,2,mid
48094,5,1,1,2,low
48095,1,2,1,0,mid
48096,3,0,1,2,high
48097,3,3,0,3,mid
48098,2,4,0,1,mid
48099,1,1,0,1,mid
48100,5,0,1,2,high
48101,5,2,1,0,high
48102,1,3,1,1,mid
48103,5,4,1,3,mid
48104,2,0,0,1,high
48105,0,4,1,3,mid
48106,0,4,1,0,mid
48107,3,1,1,3,low
48108,1,0,1,3,high
48109,2,4,0,0,mid
48110,4,0,0,0,high
48111,3,1,1,2,mid
48112,1,2,0,2,mid
48113,4,0,1,3,high
48114,4,1,0,3,low
48115,4,1,0,1,mid
48116,0,3,0,3,mid
48117,1,1,0,1,low
48118,0,0,0,2,high
48119,4,1,1,3,low
48120,4,0,1,3,high
48121,2,1,0,1,low
48122,5,3,1,0,mid
48123,2,2,0,2,mid
48124,0,4,1,3,mid
48125,0,4,0,1,mid
48126,3,3,1,3,mid
48127,2,4,0,1,mid
48128,2,2,0,0,mid
48129,3,3,0,1,mid
48130,0,0,0,0,high
48131,3,1,1,2,low
48132,0,3,1,1,mid
48133,5,3,1,2,mid
48134,0,1,0,2,mid
48135,2,0,1,3,high
48136,3,3,0,0,mid
48137,4,3,1,1,mid
48138,1,2,0,3,mid
48139,0,3,0,1,mid
48140,5,1,0,2,low
48141,2,1,0,1,low
48142,1,1,1,1,mid
48143,5,2,1,3,mid
48144,1,2,1,0,mid
48145,2,1,0,2,low
48146,5,0,1,2,high
48147,2,0,0,2,high
48148,4,0,1,2,high
48149,0,0,1,1,high
48150,1,1,0,2,low
48151,2,1,1,0,mid
48152,4,1,0,1,low
48153,3,0,1,1,high
48154,4,0,0,3,high
48155,3,4,0,0,mid
48156,1,1,0,1,mid
48157,2,0,1,2,high
48158,1,3,0,2,mid
48159,0,3,0,2,mid
48160,5,2,0,0,mid
48161,2,3,1,3,mid
48162,3,2,1,1,mid
48163,5,3,1,3,mid
48164,4,0,0,0,high
48165,0,2,1,2,mid
48166,5,0,1,2,high
48167,5,0,1,2,high
48168,3,0,0,1,high
48169,0,0,1,2,high
48170,5,1,0,3,low
48171,5,4,1,2,mid
48172,0,2,0,0,mid
48173,3,4,0,0,mid
48174,4,2,1,2,mid
48175,5,4,0,0,mid
48176,3,2,1,3,mid
48177,0,4,1,1,mid
48178,4,1,0,1,low
48179,5,1,1,3,low
48180,3,1,0,3,mid
48181,2,1,1,3,mid
48182,1,0,1,2,high
48183,0,1,1,3,mid
48184,1,0,0,0,high
48185,0,0,1,1,high
48186,1,2,1,0,mid
48187,0,0,0,2,high
48188,3,3,1,2,mid
48189,4,4,1,3,mid
48190,3,3,1,2,mid
48191,1,4,1,0,mid
48192,5,4,0,3,mid
48193,1,1,0,0,low
48194,2,2,1,0,mid
48195,3,2,1,0,mid
48196,1,0,0,0,high
48197,5,0,1,0,high
48198,3,2,1,3,mid
48199,0,1,0,0,low
48200,3,4,1,0,mid
48201,1,4,1,1,mid
48202,2,1,0,3,low
48203,1,1,1,1,mid
48204,4,2,0,1,mid
48205,3,0,0,0,high
48206,4,3,0,3,mid
48207,1,3,0,0,mid
48208,1,4,0,3,mid
48209,3,0,0,3,high
48210,0,3,0,2,mid
48211,3,3,1,1,mid
48212,0,2,1,0,mid
48213,4,0,0,2,high
48214,0,0,0,3,high
48215,3,0,1,0,high
48216,3,2,1,2,mid
48217,4,2,1,2,mid
48218,0,4,0,1,mid
48219,1,2,0,0,mid
48220,4,0,0,2,high
48221,0,0,0,1,high
48222,2,2,1,2,mid
48223,1,0,1,0,high
48224,2,3,1,1,mid
48225,0,3,0,2,mid
48226,5,4,0,0,mid
48227,1,4,1,2,mid
48228,0,3,0,2,mid
48229,5,3,1,3,mid
48230,1,2,1,1,mid
48231,3,3,0,3,mid
48232,2,2,0,0,mid
48233,5,1,1,2,low
48234,3,0,1,0,high
48235,1,1,0,1,mid
48236,1,2,1,3,mid
48237,5,0,0,1,high
48238,3,0,0,3,high
48239,4,2,1,1,mid
48240,0,0,1,1,high
48241,2,3,0,3,mid
48242,0,4,1,2,mid
48243,4,2,1,2,mid
48244,4,4,1,3,mid
48245,2,4,0,2,mid
48246,5,0,1,0,high
48247,5,0,1,1,high
48248,2,3,1,2,mid
48249,4,2,1,3,mid
48250,4,0,1,1,high
48251,3,3,1,2,mid
48252,5,1,1,2,mid
48253,2,2,1,1,mid
48254,0,3,1,1,mid
48255,2,4,0,0,mid
48256,2,1,0,2,low
48257,5,3,0,2,mid
48258,3,4,1,2,mid
48259,5,3,1,3,mid
48260,1,2,1,0,mid
48261,4,2,1,3,mid
48262,1,0,1,3,high
48263,3,0,0,3,high
48264,5,4,1,0,mid
48265,4,2,0,2,mid
48266,2,0,1,0,high
48267,4,2,0,1,mid
48268,5,1,1,3,low
48269,1,4,1,2,mid
48270,0,2,0,3,mid
48271,5,2,1,3,mid
48272,4,0,0,1,high
48273,3,4,1,0,mid
48274,0,0,0,2,high
48275,3,2,0,0,mid
48276,5,0,0,0,high
48277,5,4,0,3,mid
48278,4,1,0,0,low
48279,1,1,1,1,mid
48280,3,1,1,1,low
48281,4,1,0,1,low
48282,5,4,0,2,mid
48283,2,4,0,3,mid
48284,0,0,1,1,high
48285,1,3,1,1,mid
48286,1,4,1,0,mid
48287,5,0,1,0,high
48288,2,4,0,1,mid
48289,1,3,1,2,mid
48290,5,1,0,1,mid
48291,2,0,1,0,high
48292,0,0,0,1,high
48293,0,4,1,2,mid
48294,0,4,0,1,mid
48295,5,4,1,2,mid
48296,4,3,0,0,mid
48297,0,3,0,2,mid
48298,2,0,0,2,high
48299,1,4,1,3,mid
48300,4,4,0,3,mid
48301,0,3,0,1,mid
48302,3,3,0,1,mid
48303,1,2,0,1,mid
48304,4,0,0,3,high
48305,0,4,0,3,mid
48306,2,2,1,3,mid
48307,2,2,1,1,mid
48308,5,4,1,0,mid
48309,4,0,1,2,high
48310,3,1,1,3,low
48311,5,1,0,2,low
48312,5,4,0,2,mid
48313,5,4,0,2,mid
48314,5,4,1,0,mid
48315,4,2,1,3,mid
48316,1,0,0,3,high
48317,0,0,0,2,high
48318,3,1,0,0,mid
48319,5,2,1,1,mid
48320,1,0,1,2,high
48321,5,1,1,2,mid
48322,0,3,1,2,mid
48323,4,4,1,2,mid
48324,4,0,1,3,high
48325,1,4,1,0,mid
48326,5,1,0,2,low
48327,4,0,1,2,high
48328,0,2,1,2,mid
48329,3,3,1,2,mid
48330,1,4,1,2,mid
48331,0,3,0,0,mid
48332,3,4,1,3,mid
48333,5,0,0,3,high
48334,5,3,0,1,mid
48335,5,1,1,2,low
48336,3,2,1,3,mid
48337,4,4,0,1,mid
48338,3,4,0,2,mid
48339,1,2,1,3,mid
48340,4,2,0,1,mid
48341,0,3,0,2,mid
48342,0,4,0,3,mid
48343,1,4,1,1,mid
48344,5,3,0,2,mid
48345,1,3,0,3,mid
48346,5,1,0,2,mid
48347,5,1,1,1,mid
48348,3,1,0,0,mid
48349,3,0,1,1,high
48350,2,1,0,2,mid
48351,3,1,0,0,mid
48352,0,4,0,2,mid
48353,1,2,0,2,mid
48354,0,2,0,0,mid
48355,5,2,0,0,mid
48356,1,4,0,3,mid
48357,2,3,0,3,mid
48358,2,1,0,2,low
48359,4,3,0,0,mid
48360,2,1,1,0,mid
48361,5,3,0,0,mid
48362,0,3,0,0,mid
48363,1,0,1,2,high
48364,0,2,0,1,mid
48365,0,3,1,0,mid
48366,2,2,1,1,mid
48367,2,3,0,3,mid
48368,2,1,0,1,low
48369,3,0,1,0,high
48370,2,4,0,2,mid
48371,1,0,0,2,high
48372,0,1,1,1,mid
48373,0,4,0,1,mid
48374,0,2,1,2,mid
48375,3,0,1,1,high
48376,5,3,1,0,mid
48377,0,3,1,3,mid
48378,3,1,1,2,low
48379,1,1,0,3,low
48380,4,2,1,3,mid
48381,1,0,0,0,high
48382,2,1,0,3,low
48383,1,0,1,1,high
48384,5,4,0,0,mid
48385,4,1,0,2,low
48386,3,0,1,3,high
48387,5,4,0,1,mid
48388,3,1,0,2,low
48389,4,3,0,2,mid
48390,3,2,0,2,mid
48391,5,3,0,0,mid
48392,5,4,1,0,mid
48393,1,2,0,1,mid
48394,1,2,0,0,mid
48395,5,3,1,3,mid
48396,4,3,0,0,mid
48397,1,3,0,0,mid
48398,2,3,1,2,mid
48399,2,3,0,2,mid
48400,0,3,0,3,mid
48401,3,3,1,0,mid
48402,4,0,0,0,high
48403,0,2,1,1,mid
48404,4,0,1,0,high
48405,5,2,0,1,mid
48406,0,4,1,3,mid
48407,0,4,0,0,mid
48408,2,2,1,2,mid
48409,0,3,0,2,mid
48410,2,0,0,1,high
48411,3,0,0,1,high
48412,2,2,1,0,mid
48413,0,3,0,1,mid
48414,0,1,1,2,mid
48415,5,0,1,2,high
48416,0,4,0,0,mid
48417,4,1,0,1,low
48418,3,3,1,0,mid
48419,4,2,1,0,mid
48420,1,4,1,1,mid
48421,5,1,1,2,low
48422,5,1,1,1,low
48423,4,0,1,2,high
48424,0,3,0,2,mid
48425,2,0,1,0,high
48426,3,2,0,2,mid
48427,1,0,0,2,high
48428,4,3,1,3,mid
48429,3,2,0,3,mid
48430,3,3,0,2,mid
48431,4,1,0,1,mid
48432,2,4,0,3,mid
48433,0,0,1,2,high
48434,3,4,1,0,mid
48435,4,2,0,1,mid
48436,1,2,0,0,mid
48437,5,0,0,3,high
48438,3,1,0,2,mid
48439,1,2,0,0,mid
48440,4,0,1,0,high
48441,2,4,1,2,mid
48442,0,3,0,2,mid
48443,0,3,0,1,mid
48444,4,1,1,0,low
